scenario,threshold,baseline_return_years,global_mean_change,equivalent_return_years,global_std
ssp585,t10,10.0,0.1010717824101448,4.973348264055306,0.11321913450956345
ssp585,t25,25.0,0.04256100207567215,12.112256087728193,0.05064144730567932
ssp585,t50,50.0,0.015352478250861168,28.286560079437724,0.022580599412322044
ssp585,t100,100.0,0.004842805210500956,67.3727092566385,0.012783980928361416
